Datetime,open,high,low,close
2021-05-10 15:15:00,33118.75,33201.15,33118.75,33191.5
2021-05-11 09:15:00,32699.45,32787.45,32696.45,32778.65
2021-05-11 09:30:00,32760.45,32800.25,32760.45,32777.8
2021-05-11 09:45:00,32755.55,32832.45,32755.55,32832.45
2021-05-11 10:00:00,32837.45,32870.9,32810.15,32870.9
2021-05-11 10:15:00,32866.4,32877.4,32804.45,32814.95
2021-05-11 10:30:00,32820.2,32845.2,32820.2,32822.95
2021-05-11 10:45:00,32829.1,32875.1,32788.25,32875.1
2021-05-11 11:00:00,32863.05,32911.2,32863.05,32869.75
2021-05-11 11:15:00,32899.2,33020.15,32899.2,33007.65
2021-05-11 11:30:00,33013.3,33130.7,33013.3,33057.5
2021-05-11 11:45:00,33047.75,33054.7,33011.6,33036.3
2021-05-11 12:00:00,33051.6,33066.15,33039.85,33053.25
2021-05-11 12:15:00,33045.55,33080.85,33037.8,33070.85
2021-05-11 12:30:00,33060.6,33060.6,32986.1,32996.7
2021-05-11 12:45:00,32949.5,32954.4,32922.6,32942.2
2021-05-11 13:00:00,32909.8,32918.2,32881.9,32897.8
2021-05-11 13:15:00,32875.3,32875.3,32754.5,32798.35
2021-05-11 13:30:00,32807.35,32833.6,32772.45,32818.8
